Timestamp,X-axis,Y-axis,Z-Axis,Lat,Lng
14:03:37,8,-3,29,0,0
14:03:37,8,-3,29,0,0
14:03:37,8,-3,29,0,0
14:03:37,8,-3,29,0,0
14:03:37,8,-3,29,0,0
14:03:37,8,-3,28,0,0
14:03:37,8,-3,28,0,0
14:03:37,8,-3,28,0,0
14:03:38,6,-11,30,0,0
14:03:38,6,-11,30,0,0
14:03:38,6,-11,30,0,0
14:03:38,6,-11,30,0,0
14:03:38,6,-11,30,0,0
14:03:38,7,-6,30,0,0
14:03:38,7,-6,30,0,0
14:03:38,7,-6,30,0,0
14:03:38,7,-6,30,0,0
14:03:38,4,-1,27,0,0
14:03:38,5,-2,30,0,0
14:03:38,5,-2,30,0,0
14:03:38,5,-2,30,0,0
14:03:38,5,-2,30,0,0
14:03:38,5,-2,30,0,0
14:03:38,5,-2,30,0,0
14:03:38,6,-3,34,0,0
14:03:38,6,-3,34,0,0
14:03:38,6,-1,35,0,0
14:03:38,6,-1,35,0,0
14:03:38,6,-1,35,0,0
14:03:38,6,-2,29,0,0
14:03:38,6,-2,29,0,0
14:03:38,6,-2,29,0,0
14:03:38,6,-2,29,0,0
14:03:38,6,-2,29,0,0
14:03:38,6,-2,29,0,0
14:03:38,5,-1,36,0,0
14:03:38,5,-1,36,0,0
14:03:38,5,-1,36,0,0
14:03:38,5,-1,36,0,0
14:03:38,5,-1,36,0,0
14:03:38,5,-1,34,0,0
14:03:38,5,-1,34,0,0
14:03:38,5,-1,34,0,0
14:03:38,5,-1,34,0,0
14:03:38,5,-1,32,0,0
14:03:38,5,-1,32,0,0
14:03:38,4,-2,32,0,0
14:03:38,4,-2,32,0,0
14:03:38,4,-2,32,0,0
14:03:38,4,-2,32,0,0
14:03:38,4,-2,32,0,0
14:03:38,4,-2,32,0,0
14:03:38,4,-2,33,0,0
14:03:38,4,1,33,0,0
14:03:38,4,1,33,0,0
14:03:38,4,1,33,0,0
14:03:38,4,1,33,0,0
14:03:38,4,1,31,0,0
14:03:38,1,-1,31,0,0
14:03:38,1,-1,31,0,0
14:03:38,1,-1,31,0,0
14:03:38,1,-1,31,0,0
14:03:39,4,-1,29,0,0
14:03:39,5,-1,30,0,0
14:03:39,5,-1,30,0,0
14:03:39,5,-1,30,0,0
14:03:39,5,-1,30,0,0
14:03:39,5,-1,30,0,0
14:03:39,5,-1,30,0,0
14:03:39,6,-1,30,0,0
14:03:39,6,-1,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,31,0,0
14:03:39,7,0,31,0,0
14:03:39,7,0,31,0,0
14:03:39,7,0,31,0,0
14:03:39,7,-1,31,0,0
14:03:39,7,-1,31,0,0
14:03:39,7,-1,31,0,0
14:03:39,7,-1,31,0,0
14:03:39,7,-1,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,30,0,0
14:03:39,7,0,29,0,0
14:03:39,7,0,29,0,0
14:03:39,7,0,29,0,0
14:03:39,7,0,29,0,0
14:03:40,7,0,31,0,0
14:03:40,7,0,31,0,0
14:03:40,7,0,31,0,0
14:03:40,7,0,31,0,0
14:03:40,7,0,31,0,0
14:03:40,7,0,31,0,0
14:03:40,7,0,31,0,0
14:03:40,7,0,31,0,0
14:03:40,7,-1,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,-1,30,0,0
14:03:40,7,-1,30,0,0
14:03:40,7,-1,30,0,0
14:03:40,7,-1,30,0,0
14:03:40,7,-1,30,0,0
14:03:40,7,0,29,0,0
14:03:40,7,0,29,0,0
14:03:40,7,0,29,0,0
14:03:40,7,0,29,0,0
14:03:40,7,0,29,0,0
14:03:40,7,0,29,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,29,0,0
14:03:40,7,0,29,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,0,30,0,0
14:03:40,7,-1,31,0,0
14:03:40,8,-1,29,0,0
14:03:40,8,-1,29,0,0
14:03:40,8,-1,29,0,0
14:03:40,8,-1,29,0,0
14:03:40,8,-1,29,0,0
14:03:40,8,-1,29,0,0
14:03:40,7,0,29,0,0
14:03:40,7,0,29,0,0
14:03:41,7,0,30,0,0
14:03:41,7,0,30,0,0
14:03:41,7,0,30,0,0
14:03:41,7,0,29,0,0
14:03:41,7,-1,29,0,0
14:03:41,7,-1,29,0,0
14:03:41,7,-1,29,0,0
14:03:41,7,-1,29,0,0
14:03:41,7,-1,29,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,29,0,0
14:03:41,7,-1,29,0,0
14:03:41,7,-1,29,0,0
14:03:41,7,0,30,0,0
14:03:41,7,0,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,8,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,-1,30,0,0
14:03:41,7,0,30,0,0
14:03:41,7,0,30,0,0
14:03:41,7,0,30,0,0
14:03:41,7,0,30,0,0
14:03:41,7,0,30,0,0
